match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,extras_type,is_wicket,dismissal_kind
1,1,Rajasthan Royals,Kolkata Knight Riders,5,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,5,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,5,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,2,4,6,noballs,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,5,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,5,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,6,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,6,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,6,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,1,caught
1,1,Rajasthan Royals,Kolkata Knight Riders,6,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,6,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,6,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,1,caught
1,1,Rajasthan Royals,Kolkata Knight Riders,7,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,4,0,4,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,7,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,7,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,7,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,7,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,3,0,3,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,7,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,3,0,3,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,4,0,4,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,6,0,6,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,6,5,11,wides,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,8,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Mitchell Starc,6,0,6,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,4,0,4,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,6,0,6,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,6,0,6,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,9,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Varun Chakravarthy,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,2,0,2,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,2,0,2,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,10,6,Nitish Kumar Reddy,Nitish Kumar Reddy,Anrich Nortje,6,0,6,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,11,1,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,3,0,3,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,11,2,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,2,0,2,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,11,3,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,1,0,1,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,11,4,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,0,0,0,,0,
1,1,Rajasthan Royals,Kolkata Knight Riders,11,5,Nitish Kumar Reddy,Nitish Kumar Reddy,Harshit Rana,0,0,0,,1,run out
1,2,Kolkata Knight Riders,Rajasthan Royals,0,1,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,0,2,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,0,3,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,0,4,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,0,5,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,0,6,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,1,1,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,3,1,4,noballs,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,1,2,Ajinkya Rahane,Venkatesh Iyer,Maheesh Theekshana,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,1,3,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,1,4,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,1,5,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,1,6,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,1,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,2,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,3,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,4,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,5,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,2,6,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,1,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,2,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,3,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,4,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,5,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,1,1,byes,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,3,6,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,1,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,2,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,3,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,4,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,5,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,4,6,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,1,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,2,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,3,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,4,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,5,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,5,6,Venkatesh Iyer,Angkrish Raghuvanshi,Avesh Khan,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,1,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,6,0,6,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,2,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,3,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,4,5,9,noballs,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,4,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,5,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,6,6,Venkatesh Iyer,Angkrish Raghuvanshi,Wanindu Hasaranga,6,0,6,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,7,1,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,1,1,2,legbyes,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,7,2,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,7,3,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,7,4,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,7,5,Venkatesh Iyer,Angkrish Raghuvanshi,Maheesh Theekshana,0,0,0,,1,stumped
1,2,Kolkata Knight Riders,Rajasthan Royals,7,6,Angkrish Raghuvanshi,Rinku Singh,Maheesh Theekshana,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,8,1,Angkrish Raghuvanshi,Rinku Singh,Avesh Khan,0,2,2,legbyes,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,8,2,Angkrish Raghuvanshi,Rinku Singh,Avesh Khan,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,8,3,Rinku Singh,Manish Pandey,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,8,4,Rinku Singh,Manish Pandey,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,8,5,Rinku Singh,Manish Pandey,Avesh Khan,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,8,6,Rinku Singh,Manish Pandey,Avesh Khan,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,1,Rinku Singh,Manish Pandey,Sandeep Sharma,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,2,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,3,Rinku Singh,Manish Pandey,Sandeep Sharma,6,0,6,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,4,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,5,Rinku Singh,Manish Pandey,Sandeep Sharma,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,9,6,Rinku Singh,Manish Pandey,Sandeep Sharma,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,1,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,2,Rinku Singh,Manish Pandey,Sandeep Sharma,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,3,Rinku Singh,Manish Pandey,Sandeep Sharma,6,5,11,legbyes,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,4,Rinku Singh,Manish Pandey,Sandeep Sharma,6,0,6,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,5,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,10,6,Rinku Singh,Manish Pandey,Sandeep Sharma,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,11,1,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,11,2,Rinku Singh,Manish Pandey,Sandeep Sharma,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,11,3,Rinku Singh,Manish Pandey,Sandeep Sharma,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,11,4,Manish Pandey,Andre Russell,Sandeep Sharma,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,11,5,Manish Pandey,Andre Russell,Sandeep Sharma,0,4,4,wides,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,11,6,Manish Pandey,Andre Russell,Sandeep Sharma,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,1,Manish Pandey,Andre Russell,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,2,Manish Pandey,Andre Russell,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,3,Manish Pandey,Andre Russell,Jofra Archer,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,4,Manish Pandey,Andre Russell,Jofra Archer,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,5,Manish Pandey,Andre Russell,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,12,6,Manish Pandey,Andre Russell,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,1,Manish Pandey,Andre Russell,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,2,Manish Pandey,Andre Russell,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,3,Manish Pandey,Andre Russell,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,4,Manish Pandey,Andre Russell,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,5,Manish Pandey,Andre Russell,Wanindu Hasaranga,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,13,6,Manish Pandey,Andre Russell,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,14,1,Manish Pandey,Andre Russell,Wanindu Hasaranga,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,14,2,Andre Russell,Cameron Green,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,14,3,Andre Russell,Cameron Green,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,14,4,Andre Russell,Cameron Green,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,14,5,Andre Russell,Cameron Green,Wanindu Hasaranga,0,5,5,noballs,1,bowled
1,2,Kolkata Knight Riders,Rajasthan Royals,14,6,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,1,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,2,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,3,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,4,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,1,1,byes,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,5,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,15,6,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,1,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,2,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,3,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,3,0,3,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,4,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,5,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,16,6,Cameron Green,Ramandeep Singh,Wanindu Hasaranga,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,17,1,Cameron Green,Ramandeep Singh,Avesh Khan,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,17,2,Cameron Green,Ramandeep Singh,Avesh Khan,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,17,3,Cameron Green,Ramandeep Singh,Avesh Khan,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,17,4,Cameron Green,Ramandeep Singh,Avesh Khan,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,17,5,Cameron Green,Ramandeep Singh,Avesh Khan,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,17,6,Ramandeep Singh,Ramandeep Singh,Avesh Khan,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,18,1,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,1,caught
1,2,Kolkata Knight Riders,Rajasthan Royals,18,2,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,18,3,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,18,4,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,18,5,Ramandeep Singh,Ramandeep Singh,Jofra Archer,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,18,6,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,1,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,2,Ramandeep Singh,Ramandeep Singh,Jofra Archer,4,0,4,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,3,Ramandeep Singh,Ramandeep Singh,Jofra Archer,1,0,1,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,4,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,5,Ramandeep Singh,Ramandeep Singh,Jofra Archer,2,0,2,,0,
1,2,Kolkata Knight Riders,Rajasthan Royals,19,6,Ramandeep Singh,Ramandeep Singh,Jofra Archer,0,0,0,,0,
2,1,Kolkata Knight Riders,Mumbai Indians,0,1,Ajinkya Rahane,Venkatesh Iyer,Gerald Coetzee,6,0,6,,0,
2,1,Kolkata Knight Riders,Mumbai Indians,0,2,Ajinkya Rahane,Venkatesh Iyer,Gerald Coetzee,1,0,1,,0,
2,1,Kolkata Knight Riders,Mumbai Indians,0,3,Ajinkya Rahane,Venkatesh Iyer,Gerald Coetzee,3,0,3,,0,
