match_id,season,team1,team2,venue,team1_recent_form,team2_recent_form,form_diff,team1_overall_wr,team2_overall_wr,overall_wr_diff,h2h_team1_pct,h2h_matches,team1_venue_wr,team2_venue_wr,venue_avg_score,team1_avg_score,team2_avg_score,team1_avg_sr,team2_avg_sr,batting_score_diff,team1_avg_conceded,team2_avg_conceded,team1_avg_wickets,team2_avg_wickets,bowling_economy_diff,toss_won_by_team1,chose_bat,target
37,2008,Royal Challengers Bengaluru,Punjab Kings,"Wankhede Stadium, Mumbai",0.0,1.0,-1.0,0.0,1.0,-1.0,0.5,1,0.5,0.5,89.0,125.25,123.0,159.55414012738854,143.0232558139535,2.25,151.25,120.33333333333333,10.0,10.0,-0.49847238542890615,0,0,0
38,2008,Royal Challengers Bengaluru,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",0.0,0.8,-0.8,0.0,0.8,-0.8,0.5,0,0.0,0.5,108.0,130.4,122.6,155.60859188544154,149.1484184914842,7.800000000000011,157.4,98.0,10.0,10.0,0.7991598788860941,0,1,1
20,2008,Chennai Super Kings,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",0.6,1.0,-0.4,0.6666666666666666,1.0,-0.33333333333333337,0.5,0,0.5,1.0,71.0,131.66666666666666,137.75,152.80464216634428,146.93333333333334,-6.083333333333343,107.0,128.0,10.0,10.0,-0.62912929807724,0,0,0
21,2008,Mumbai Indians,Punjab Kings,"Brabourne Stadium, Mumbai",0.2,1.0,-0.8,0.2,1.0,-0.8,0.5,0,0.0,0.5,163.0,148.6,146.0,162.582056892779,150.51546391752578,2.5999999999999943,126.0,123.8,10.0,10.0,-0.13457799948648486,1,1,1
46,2008,Kochi Tuskers Kerala,Sunrisers Hyderabad,"DY Patil Stadium, Mumbai",0.2,0.4,-0.2,0.16666666666666666,0.4,-0.23333333333333336,0.5,0,0.0,1.0,103.0,102.83333333333333,123.0,139.90929705215422,143.69158878504672,-20.16666666666667,110.0,110.2,10.0,10.0,-0.5504263451925908,0,1,0
16,2008,Sunrisers Hyderabad,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",0.4,0.8,-0.4,0.4,0.8333333333333334,-0.43333333333333335,0.5,1,0.5,0.5,118.0,123.0,142.0,143.69158878504672,150.79646017699116,-19.0,110.2,115.33333333333333,10.0,10.0,0.2476238844953933,1,0,1
24,2008,Royal Challengers Bengaluru,Punjab Kings,"Wankhede Stadium, Mumbai",0.2,0.6,-0.39999999999999997,0.16666666666666666,0.7142857142857143,-0.5476190476190477,0.5,2,0.0,1.0,109.66666666666667,134.0,131.0,157.03125,148.1421647819063,3.0,160.66666666666666,119.0,10.0,10.0,0.45843929194714406,0,0,1
25,2008,Kochi Tuskers Kerala,Royal Challengers Bengaluru,"M. Chinnaswamy Stadium, Bengaluru",0.2,0.4,-0.2,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0.5,0,0.5,0.5,122.6,109.57142857142857,129.28571428571428,139.20145190562613,156.5743944636678,-19.714285714285708,121.14285714285714,153.71428571428572,10.0,10.0,-0.2757386940768036,1,1,0
49,2008,Chennai Super Kings,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",0.4,0.4,0.0,0.5714285714285714,0.625,-0.0535714285714286,0.5,1,0.5,0.0,122.6,128.14285714285714,128.625,154.65517241379308,149.7816593886463,-0.4821428571428612,117.28571428571429,116.75,10.0,10.0,0.01079561145841268,0,1,0
51,2008,Sunrisers Hyderabad,Kochi Tuskers Kerala,"Maharashtra Cricket Association Stadium, Pune",0.8,0.2,0.6000000000000001,0.5714285714285714,0.125,0.4464285714285714,0.5,1,0.5,0.0,140.0,134.85714285714286,106.375,145.23076923076923,135.0793650793651,28.48214285714286,109.42857142857143,133.625,10.0,9.875,-0.5316468403352896,0,0,1
52,2008,Kolkata Knight Riders,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",0.6,0.6,0.0,0.7142857142857143,0.5,0.2142857142857143,0.5,1,0.5,1.0,141.0,119.14285714285714,121.83333333333333,142.8082191780822,152.60960334029227,-2.69047619047619,135.0,128.66666666666666,9.571428571428571,9.666666666666666,0.6702036395938169,0,1,1
19,2008,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",0.8,0.6,0.20000000000000007,0.625,0.375,0.25,0.5,1,0.5,0.5,118.0,143.5,140.75,150.85413929040737,161.31805157593124,2.75,111.375,145.0,10.0,10.0,-0.04752895752895725,0,1,0
30,2008,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",0.8,0.8,0.0,0.5555555555555556,0.75,-0.19444444444444442,0.5,2,1.0,1.0,121.0,142.11111111111111,120.125,151.18203309692672,145.16616314199396,21.986111111111114,106.66666666666667,143.75,10.0,9.375,-0.9310004101946507,1,0,0
34,2008,Rajasthan Royals,Royal Challengers Bengaluru,"Brabourne Stadium, Mumbai",0.4,0.8,-0.4,0.42857142857142855,0.4444444444444444,-0.015873015873015872,0.5,1,1.0,1.0,122.33333333333333,133.71428571428572,132.77777777777777,156.26043405676126,154.19354838709677,0.9365079365079509,128.42857142857142,143.44444444444446,9.714285714285714,10.0,-0.22958537981739902,0,1,1
26,2008,Mumbai Indians,Kochi Tuskers Kerala,"Narendra Modi Stadium, Ahmedabad",0.4,0.2,0.2,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.5,0,0.0,0.5,120.66666666666667,136.0,108.44444444444444,156.6218809980806,137.85310734463278,27.555555555555557,125.33333333333333,141.44444444444446,10.0,9.88888888888889,-0.38201920279313306,1,1,0
27,2008,Kolkata Knight Riders,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",0.8,0.4,0.4,0.7777777777777778,0.6666666666666666,0.11111111111111116,0.5,0,0.5,0.5,146.0,117.77777777777777,129.33333333333334,146.81440443213296,152.5557011795544,-11.555555555555571,141.11111111111111,122.44444444444444,9.444444444444445,10.0,0.10214080398129433,1,1,0
41,2008,Mumbai Indians,Chennai Super Kings,"Ekana Cricket Stadium, Lucknow",0.4,0.4,0.0,0.2857142857142857,0.5,-0.2142857142857143,0.5,1,0.5,0.5,131.0,130.42857142857142,133.125,155.5366269165247,162.34756097560975,-2.6964285714285836,118.57142857142857,119.5,10.0,10.0,0.1329051027609367,0,0,1
28,2008,Rajasthan Royals,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",0.4,0.6,-0.19999999999999996,0.5,0.7,-0.19999999999999996,0.5,2,1.0,0.0,118.66666666666667,135.0,115.3,157.43440233236151,145.76485461441214,19.700000000000003,137.25,145.3,9.5,9.5,-0.5353113024554119,0,1,1
43,2008,Punjab Kings,Chennai Super Kings,"DY Patil Stadium, Mumbai",0.4,0.2,0.2,0.7,0.4444444444444444,0.25555555555555554,0.5,2,0.5,0.5,121.75,134.7,133.55555555555554,155.36332179930795,162.87262872628727,1.1444444444444457,119.5,121.66666666666667,10.0,10.0,0.0958213864058024,0,1,0
44,2008,Delhi Capitals,Punjab Kings,"Brabourne Stadium, Mumbai",0.8,0.4,0.4,0.8,0.6363636363636364,0.1636363636363637,0.5,1,0.5,0.0,127.75,124.0,136.8181818181818,152.70935960591132,155.63598759048605,-12.818181818181813,125.8,123.0909090909091,10.0,9.909090909090908,0.24065819936386923,1,1,1
45,2008,Punjab Kings,Mumbai Indians,"Arun Jaitley Stadium, Delhi",0.4,0.6,-0.19999999999999996,0.5833333333333334,0.375,0.20833333333333337,0.5,1,1.0,0.5,99.5,144.33333333333334,131.5,159.3376264949402,155.6213017751479,12.833333333333343,117.16666666666667,120.875,9.916666666666666,10.0,-0.3735885167464126,1,0,0
31,2008,Royal Challengers Bengaluru,Kochi Tuskers Kerala,"Holkar Cricket Stadium, Indore",0.8,0.4,0.4,0.4,0.2,0.2,0.5,1,0.5,0.0,165.0,139.4,105.4,155.75418994413408,138.32020997375326,34.0,143.5,137.0,10.0,9.9,-0.4411807750848844,0,1,0
47,2008,Chennai Super Kings,Kolkata Knight Riders,"DY Patil Stadium, Mumbai",0.2,0.4,-0.2,0.5,0.6363636363636364,-0.13636363636363635,0.5,2,1.0,0.0,129.0,136.1,115.72727272727273,158.62470862470863,147.16763005780348,20.37272727272726,125.3,144.0,10.0,9.545454545454545,-0.4213511769301288,1,1,1
32,2008,Chennai Super Kings,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0.4,0.6,-0.19999999999999996,0.5454545454545454,0.5,0.045454545454545414,0.5,0,0.5,0.0,112.6,131.36363636363637,139.9,154.71092077087795,150.43010752688173,-8.536363636363632,121.54545454545455,105.9,10.0,10.0,0.4225301696906456,1,0,1
53,2008,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",0.6,0.4,0.19999999999999996,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.5,2,1.0,1.0,123.57142857142857,135.9090909090909,143.1818181818182,158.2010582010582,150.5736137667304,-7.2727272727272805,146.0909090909091,108.36363636363636,10.0,10.0,0.45071674405469864,1,1,1
54,2008,Punjab Kings,Mumbai Indians,"M. Chinnaswamy Stadium, Bengaluru",0.4,0.8,-0.4,0.5384615384615384,0.4444444444444444,0.09401709401709402,0.5,2,0.5,0.0,117.375,145.46153846153845,131.11111111111111,159.84784446322908,158.1769436997319,14.350427350427339,118.0,125.11111111111111,9.923076923076923,10.0,-0.3208689284842574,0,1,0
55,2008,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",0.8,1.0,-0.19999999999999996,0.5,0.8333333333333334,-0.33333333333333337,0.5,1,1.0,0.0,119.33333333333333,127.2,112.0,159.0,148.67256637168143,15.200000000000003,124.0,142.66666666666666,10.0,9.833333333333334,-0.4666486632460156,0,1,1
39,2008,Kolkata Knight Riders,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0.4,0.2,0.2,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.6666666666666666,3,0.0,0.5,107.5,113.08333333333333,140.41666666666666,146.54427645788337,148.85159010600705,-27.33333333333333,139.0,105.5,9.583333333333334,10.0,0.7256755731944686,1,0,1
58,2008,Delhi Capitals,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",0.8,0.4,0.4,0.7142857142857143,0.5833333333333334,0.13095238095238093,0.5,0,0.5,1.0,134.0,119.14285714285714,113.08333333333333,148.66310160427807,146.54427645788337,6.05952380952381,144.14285714285714,139.0,9.857142857142858,9.583333333333334,0.32169163434508796,0,0,1
40,2008,Sunrisers Hyderabad,Punjab Kings,"DY Patil Stadium, Mumbai",0.0,0.2,-0.2,0.38461538461538464,0.5,-0.11538461538461536,0.5,2,1.0,0.0,121.5,136.92307692307693,143.21428571428572,148.45704753961635,158.498023715415,-6.291208791208788,106.92307692307692,116.14285714285714,10.0,9.928571428571429,-0.4053389451165277,0,1,1
42,2008,Kolkata Knight Riders,Rajasthan Royals,"Wankhede Stadium, Mumbai",0.2,0.4,-0.2,0.5714285714285714,0.5555555555555556,0.015873015873015817,0.6666666666666666,3,0.5,0.5,110.8,113.57142857142857,134.55555555555554,147.76951672862452,158.30065359477123,-20.984126984126974,132.85714285714286,135.33333333333334,9.642857142857142,9.555555555555555,0.04357794024731554,0,1,0
48,2008,Kochi Tuskers Kerala,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",0.4,0.0,0.4,0.2727272727272727,0.4666666666666667,-0.19393939393939397,0.5,0,0.0,0.5,172.0,111.45454545454545,140.06666666666666,139.3181818181818,158.3270535041447,-28.61212121212121,133.72727272727272,117.8,9.909090909090908,9.933333333333334,0.5871651507862676,1,0,0
50,2008,Royal Challengers Bengaluru,Kochi Tuskers Kerala,"DY Patil Stadium, Mumbai",0.6,0.4,0.19999999999999996,0.4166666666666667,0.25,0.16666666666666669,0.5,2,0.5,0.0,124.28571428571429,130.75,112.91666666666667,157.53012048192772,140.26915113871635,17.83333333333333,143.08333333333334,129.33333333333334,10.0,9.916666666666666,-0.6060313082052513,0,0,1
56,2008,Punjab Kings,Delhi Capitals,"DY Patil Stadium, Mumbai",0.2,0.8,-0.6000000000000001,0.5,0.75,-0.25,0.5,2,0.0,0.5,121.75,136.375,116.375,157.09143268538517,143.01075268817206,20.0,118.5,139.75,9.9375,9.875,-0.5046450432222596,0,1,0
57,2008,Punjab Kings,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",0.2,0.8,-0.6000000000000001,0.47058823529411764,0.5454545454545454,-0.07486631016042777,0.0,3,1.0,1.0,119.5,132.7058823529412,129.54545454545453,156.2326869806094,158.50945494994437,3.1604278074866556,120.29411764705883,127.45454545454545,9.941176470588236,10.0,-0.04678467618145632,0,1,0
59,2008,Chennai Super Kings,Kochi Tuskers Kerala,"Wankhede Stadium, Mumbai",0.6,0.4,0.19999999999999996,0.5833333333333334,0.23076923076923078,0.3525641025641026,0.5,1,1.0,0.0,107.0,131.5,108.92307692307692,153.20388349514562,139.2330383480826,22.57692307692308,126.08333333333333,127.38461538461539,10.0,9.923076923076923,-0.32273744803325854,1,0,1
60,2009,Kolkata Knight Riders,Mumbai Indians,"Ekana Cricket Stadium, Lucknow",0.2,1.0,-0.8,0.5333333333333333,0.5833333333333334,-0.050000000000000044,0.5,1,0.5,1.0,135.0,111.86666666666666,130.5,145.91304347826087,160.94552929085305,-18.63333333333334,128.8,125.66666666666667,9.666666666666666,10.0,-0.21108679670671826,1,1,1
62,2009,Punjab Kings,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0.2,0.2,0.0,0.4444444444444444,0.42857142857142855,0.015873015873015872,0.3333333333333333,3,0.0,0.0,116.0,131.22222222222223,137.21428571428572,155.4970375246873,148.45440494590417,-5.992063492063494,121.44444444444444,106.14285714285714,9.944444444444445,10.0,0.5602707736211414,1,1,1
61,2009,Rajasthan Royals,Delhi Capitals,"Eden Gardens, Kolkata",0.6,0.8,-0.20000000000000007,0.6,0.7777777777777778,-0.1777777777777778,0.5,0,0.5,0.5,121.0,128.3,120.0,154.39229843561975,146.73913043478262,8.300000000000011,130.6,132.44444444444446,9.6,9.88888888888889,-0.5960640666523034,1,1,0
63,2009,Delhi Capitals,Punjab Kings,"DY Patil Stadium, Mumbai",0.8,0.4,0.4,0.8,0.47368421052631576,0.3263157894736843,0.6666666666666666,3,1.0,0.0,116.44444444444444,121.9,134.52631578947367,146.5144230769231,155.94874923733983,-12.626315789473665,130.4,120.36842105263158,9.9,9.947368421052632,0.2689356477850158,1,0,1
64,2009,Punjab Kings,Delhi Capitals,"DY Patil Stadium, Mumbai",0.4,0.8,-0.4,0.45,0.8181818181818182,-0.3681818181818182,0.25,4,0.0,1.0,113.1,138.3,118.36363636363636,157.87671232876713,145.3125,19.93636363636365,118.5,137.63636363636363,9.95,9.909090909090908,-0.5294268719887416,1,0,1
68,2009,Sunrisers Hyderabad,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",0.2,0.4,-0.2,0.4,0.5625,-0.16249999999999998,0.25,4,0.0,0.0,115.0,134.8,116.0625,147.4835886214442,147.85031847133757,18.73750000000001,112.0,128.125,9.866666666666667,9.6875,-0.13958743139627572,0,0,0
65,2009,Sunrisers Hyderabad,Kochi Tuskers Kerala,"Punjab Cricket Association Stadium, Mohali",0.2,0.4,-0.2,0.375,0.21428571428571427,0.16071428571428573,0.5,2,0.5,0.5,121.66666666666667,137.25,115.0,148.8813559322034,141.60070360598064,22.25,110.9375,125.35714285714286,9.875,9.928571428571429,-0.707276787192324,0,0,0
71,2009,Chennai Super Kings,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",0.8,0.6,0.20000000000000007,0.6153846153846154,0.5882352941176471,0.02714932126696834,0.6666666666666666,3,0.0,0.5,89.0,129.0,114.82352941176471,154.5622119815668,146.54654654654655,14.17647058823529,131.30769230769232,130.8235294117647,9.846153846153847,9.705882352941176,0.08568426167696863,1,1,1
72,2009,Chennai Super Kings,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",1.0,0.4,0.6,0.6428571428571429,0.5555555555555556,0.08730158730158732,0.75,4,0.5,0.5,127.75,123.92857142857143,117.55555555555556,152.99823633156967,145.73002754820936,6.3730158730158735,133.64285714285714,126.77777777777777,9.785714285714286,9.722222222222221,0.05889863972189424,0,1,1
74,2009,Kochi Tuskers Kerala,Sunrisers Hyderabad,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",0.4,0.2,0.2,0.26666666666666666,0.35294117647058826,-0.0862745098039216,0.3333333333333333,3,0.5,0.0,78.66666666666667,117.6,135.0,142.02898550724638,147.30423620025675,-17.400000000000006,123.6,113.47058823529412,9.933333333333334,9.882352941176471,0.5437839500880131,1,0,0
67,2009,Kolkata Knight Riders,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0.4,0.8,-0.4,0.5263157894736842,0.75,-0.22368421052631582,0.5,1,0.5,0.5,96.0,116.05263157894737,117.58333333333333,145.16129032258064,148.52631578947367,-1.5307017543859587,125.42105263157895,140.5,9.736842105263158,9.916666666666666,-0.6062191747508017,0,0,0
75,2009,Chennai Super Kings,Mumbai Indians,"Eden Gardens, Kolkata",1.0,0.8,0.19999999999999996,0.6666666666666666,0.5384615384615384,0.1282051282051282,0.5,2,0.5,0.5,116.5,122.4,129.53846153846155,152.61845386533665,160.53384175405148,-7.1384615384615415,130.66666666666666,129.76923076923077,9.8,10.0,-0.2667363797971358,0,1,0
77,2009,Kolkata Knight Riders,Rajasthan Royals,"DY Patil Stadium, Mumbai",0.4,0.6,-0.19999999999999996,0.5,0.5454545454545454,-0.045454545454545414,0.5,4,0.0,1.0,118.45454545454545,114.45,126.81818181818181,144.873417721519,154.8279689234184,-12.36818181818181,126.45,131.36363636363637,9.75,9.636363636363637,0.09999518675394725,1,1,1
69,2009,Kochi Tuskers Kerala,Mumbai Indians,"M. A. Chidambaram Stadium, Chennai",0.2,0.8,-0.6000000000000001,0.25,0.5714285714285714,-0.3214285714285714,0.5,1,0.5,1.0,129.75,118.1875,127.28571428571429,143.69300911854103,158.96520963425513,-9.098214285714292,125.3125,127.42857142857143,9.9375,10.0,0.11624288348157386,1,0,0
78,2009,Kochi Tuskers Kerala,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",0.2,0.4,-0.2,0.25,0.3888888888888889,-0.1388888888888889,0.25,4,1.0,0.5,122.4,118.1875,135.88888888888889,143.69300911854103,148.9646772228989,-17.701388888888886,125.3125,114.22222222222223,9.9375,9.88888888888889,0.5597410162500918,1,0,0
66,2009,Kolkata Knight Riders,Kochi Tuskers Kerala,"Ekana Cricket Stadium, Lucknow",0.4,0.2,0.2,0.5238095238095238,0.25,0.27380952380952384,0.5,1,1.0,0.5,149.66666666666666,113.0952380952381,118.1875,145.8845208845209,143.69300911854103,-5.092261904761898,129.1904761904762,125.3125,9.761904761904763,9.9375,-0.4052866582396337,0,0,1
79,2009,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",0.6,0.4,0.19999999999999996,0.5,0.5454545454545454,-0.045454545454545414,0.4,5,0.5,1.0,122.66666666666667,131.58333333333334,111.5,155.10805500982318,145.23386619301363,20.083333333333343,127.58333333333333,132.27272727272728,9.666666666666666,9.772727272727273,-0.15321847205877148,1,1,0
81,2009,Sunrisers Hyderabad,Kochi Tuskers Kerala,"Punjab Cricket Association Stadium, Mohali",0.4,0.2,0.2,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.8,5,0.0,1.0,116.0,136.52631578947367,122.73684210526316,149.33793897524467,147.68841038632047,13.789473684210506,113.0,124.84210526315789,9.894736842105264,9.947368421052632,-0.6236734985360268,1,0,0
82,2009,Mumbai Indians,Rajasthan Royals,"Ekana Cricket Stadium, Lucknow",0.8,0.4,0.4,0.6,0.46153846153846156,0.1384615384615384,0.5,1,0.5,0.5,131.75,128.2,132.07692307692307,159.85037406483792,154.82416591523895,-3.8769230769230774,129.13333333333333,123.76923076923077,10.0,9.692307692307692,0.5531385759763534,1,0,1
